NAME,MIN,FGM,FGA,FTM,FTA,3PM,3PA,PTS,OFFR,DEFR,REB,AST,TO,STL,BLK
American,Tulane,Malik Morgan,248,30,79,20,25,8,28,88,17,27,44,31,20,10,9
American,Tulane,Kain Harris,174,34,71,7,10,16,33,91,4,6,10,1,14,2,2
American,Tulane,Cameron Reynolds,274,41,111,20,26,22,50,124,14,34,48,15,21,3,5
American,Tulsa,Joseph Battle,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American,Tulsa,Corey Haith,17,0,2,0,0,0,2,0,0,2,2,1,0,0,0
American,Tulsa,Lawson Korita,62,4,14,4,4,2,10,14,0,6,6,1,4,1,0
American,Tulsa,Travis Atson,64,5,14,3,5,3,8,16,3,6,9,1,3,1,0
American,Tulsa,Geno Artison,33,6,16,0,0,5,12,17,0,2,2,1,2,0,1
American,Tulsa,Martins Igbanu,86,12,23,6,14,0,1,30,14,11,25,0,13,0,2
American,Tulsa,Sterling Taplin,128,12,28,1,3,5,10,30,4,11,15,15,13,4,0
American,Tulsa,Will Magnay,90,9,13,14,19,0,0,32,5,15,20,4,3,0,10
American,Tulsa,TK Edogi,71,14,21,4,10,0,0,32,11,11,22,1,5,3,3
American,Tulsa,Corey Henderson Jr.,152,18,47,9,11,8,23,53,0,6,6,9,16,5,1
American,Tulsa,Pat Birt,195,21,61,8,12,9,33,59,3,17,20,18,11,7,2
American,Tulsa,Junior Etou,162,24,43,16,24,9,19,73,11,40,51,9,17,3,2
American,Tulsa,Jaleel Wheeler,137,21,46,16,23,5,13,63,2,22,24,11,13,2,2
American,UCF,Brock Stephenson,8,0,3,0,0,0,2,0,1,1,2,0,0,0,0
American,UCF,Nathan Laing,74,0,5,2,2,0,3,2,0,8,8,6,9,2,0
American,UCF,Djordjije Mumin,82,4,12,0,0,3,9,11,2,12,14,0,2,1,0
American,UCF,Chad Brown,81,7,16,14,18,0,0,28,9,13,22,1,3,1,5
American,UCF,A.J. Davis,48,3,9,4,5,0,0,10,4,12,16,1,5,2,2
American,UCF,Nick Banyard,214,19,37,6,12,6,10,50,10,41,51,14,12,2,2
American,UCF,Tanksley Efianayi,218,30,72,20,29,6,22,86,9,28,37,11,18,3,3
American,UCF,Tacko Fall,193,43,53,11,34,0,0,97,25,65,90,6,22,1,20
